id,topic,language,created_at,source,status,input_text,contains_code,tags,safety_flag,quality_score
558,food,fr,2025-09-18T10:21:41,import,draft,Q558 (fr/food): table query query cost embedding predict classify policy prompt.,0,"creative,short",1,29.64
559,healthcare,de,2025-06-07T10:51:41,user,curated,Q559 (de/healthcare): strategy prompt index predict table compose response risk classify predict analyze design token.,0,math,1,31.17
560,art,it,2025-11-08T11:09:41,user,draft,Q560 (it/art): outline token query compose regulation response predict strategy.,0,"reasoning,summary",1,23.8
561,economics,es,2025-06-14T10:25:41,user,curated,Q561 (es/economics): risk format field index classify visualize pipeline design dataset analyze format compare outline Include figure 411 and version 2.9..,0,"code,narrative",1,48.43
562,literature,es,2025-10-31T10:17:41,import,draft,Q562 (es/literature): classify index benefit predict risk compare cost risk strategy prompt index regulation regulation outline Include figure 571 and version 4.1..,0,code,1,62.64
563,geography,de,2025-06-03T09:24:41,user,rejected,Q563 (de/geography): impact embedding visualize index embedding table trend prompt evaluate.,0,"explanatory,summary",0,32.61
564,technology,en,2025-06-18T09:36:41,synthetic,draft,Q564 (en/technology): visualize prompt pipeline compose explain policy table normalize cost risk impact summarize explain Example: for(i=0;i<n;i++){ compute(); }.,1,"code,tabular",1,68.69
565,economics,en,2025-08-03T09:55:41,user,curated,Q565 (en/economics): policy table field trend token compose explain compare token summarize regulation predict embedding Include figure 543 and version 2.4..,0,"factual,narrative,summary",1,57.37
566,economics,en,2025-06-18T09:57:41,import,rejected,Q566 (en/economics): design table cost dataset predict prompt response predict risk predict response query.,0,"code,factual,math",1,33.89
567,art,en,2025-07-27T12:34:41,user,curated,Q567 (en/art): cost strategy impact policy policy normalize design pipeline embedding field pipeline trend.,0,explanatory,1,30.74
568,economics,it,2025-09-02T08:56:41,user,curated,Q568 (it/economics): format normalize policy outline analyze predict classify cost token response trend risk normalize summarize Include figure 822 and version 4.4..,0,"narrative,reasoning,summary",1,62.27
569,healthcare,en,2025-06-08T11:08:41,synthetic,curated,Q569 (en/healthcare): embedding explain dataset trend classify impact explain evaluate trend compare.,0,"creative,reasoning",0,26.88
570,education,fr,2025-09-23T09:23:41,user,draft,Q570 (fr/education): query cost compare compare policy field compose explain design response token.,0,"explanatory,factual,narrative",1,32.22
571,environment,de,2025-10-15T10:04:41,import,draft,Q571 (de/environment): design index normalize dataset token analyze benefit policy outline classify.,0,"creative,explanatory,factual",1,22.16
572,science,es,2025-11-07T11:22:41,synthetic,draft,Q572 (es/science): response cost prompt format pipeline policy predict trend response outline trend Include figure 554 and version 5.4..,0,"math,narrative",1,46.37
573,technology,fr,2025-09-29T09:27:41,user,draft,Q573 (fr/technology): explain pipeline risk cost compose embedding pipeline summarize trend Example: for(i=0;i<n;i++){ compute(); }.,1,"code,tabular",1,65.49
574,geography,de,2025-09-16T10:15:41,synthetic,curated,Q574 (de/geography): query analyze cost token prompt cost compare normalize field benefit analyze prompt Include figure 190 and version 1.6..,0,code,0,45.8
575,travel,fr,2025-10-09T09:32:41,user,draft,Q575 (fr/travel): policy prompt response policy policy explain normalize outline response response token normalize embedding compose.,0,creative,1,29.89
576,art,en,2025-09-16T09:14:41,user,draft,Q576 (en/art): response evaluate dataset table response outline design strategy response dataset impact.,0,long,0,33.33
577,education,en,2025-10-06T09:42:41,user,draft,Q577 (en/education): table field summarize embedding analyze explain design token.,0,"factual,reasoning",0,23.94
578,environment,en,2025-08-11T10:33:41,import,draft,Q578 (en/environment): field risk classify predict strategy outline normalize index embedding design Include figure 875 and version 2.2..,0,"explanatory,howto",1,47.29
579,sports,en,2025-07-07T10:21:41,user,curated,Q579 (en/sports): compose prompt token benefit dataset policy impact impact normalize embedding explain evaluate regulation index.,0,"creative,summary,tabular",1,33.65
580,environment,de,2025-08-14T09:14:41,synthetic,draft,Q580 (de/environment): pipeline impact query normalize design field risk classify design dataset field.,0,"long,narrative",1,32.01
581,history,es,2025-10-08T09:29:41,import,curated,Q581 (es/history): field visualize normalize impact summarize visualize summarize classify index compose embedding.,0,"narrative,tabular",0,29.73
582,history,en,2025-09-21T09:48:41,synthetic,draft,Q582 (en/history): token cost design pipeline policy strategy embedding compose field.,0,short,1,20.98
583,economics,en,2025-05-22T10:19:41,user,curated,Q583 (en/economics): benefit field design design embedding classify summarize index trend evaluate format outline compose explain.,0,"factual,howto,long",0,45.9
584,technology,en,2025-09-17T09:49:41,user,curated,Q584 (en/technology): explain table policy normalize risk policy dataset policy evaluate analyze normalize impact compare Example: for(i=0;i<n;i++){ compute(); } Include figure 70 and version 4.9..,1,"math,reasoning",1,86.01
585,science,en,2025-08-03T09:48:41,user,curated,Q585 (en/science): dataset policy benefit trend outline outline impact impact prompt Example: for(i=0;i<n;i++){ compute(); } Include figure 654 and version 3.5..,1,"creative,factual",1,74.72
586,science,en,2025-09-01T09:44:41,user,curated,Q586 (en/science): impact evaluate visualize summarize query visualize evaluate analyze embedding design predict embedding.,0,"narrative,short,tabular",0,39.13
587,geography,en,2025-10-18T11:20:41,user,draft,Q587 (en/geography): token trend evaluate trend response pipeline visualize summarize outline Include figure 393 and version 1.4..,0,short,0,29.87
588,art,en,2025-07-04T12:30:41,import,draft,Q588 (en/art): prompt cost compose trend compose evaluate regulation policy normalize classify evaluate token dataset.,0,"code,long,narrative",1,36.41
589,sports,en,2025-09-16T10:37:41,synthetic,rejected,Q589 (en/sports): impact benefit table query query outline cost embedding outline strategy field format.,0,"code,howto",0,37.01
590,healthcare,it,2025-09-10T10:06:41,import,draft,Q590 (it/healthcare): compose dataset token classify normalize cost evaluate design.,0,summary,0,21.89
591,history,it,2025-08-24T12:02:41,user,curated,Q591 (it/history): trend explain compose compare compare normalize compare regulation analyze evaluate query normalize impact visualize Include figure 787 and version 2.1..,0,long,1,58.99
592,art,en,2025-08-27T09:20:41,user,draft,Q592 (en/art): normalize dataset embedding dataset index dataset risk token summarize strategy Include figure 281 and version 2.8..,0,factual,1,48.79
593,geography,es,2025-05-15T09:43:41,import,rejected,Q593 (es/geography): impact response design token regulation embedding benefit query evaluate regulation compose compare.,0,"creative,short",1,35.6
594,art,en,2025-07-24T09:38:41,user,draft,Q594 (en/art): cost summarize benefit impact query prompt regulation policy compose.,0,"math,reasoning",1,21.86
595,art,es,2025-09-21T11:24:41,import,curated,Q595 (es/art): index trend summarize table dataset benefit evaluate analyze explain analyze Include figure 373 and version 3.1..,0,narrative,0,59.39
596,finance,en,2025-10-27T10:21:41,import,draft,Q596 (en/finance): strategy query token format summarize token compare strategy dataset dataset benefit.,0,explanatory,0,25.52
597,geography,en,2025-06-21T13:06:41,user,curated,Q597 (en/geography): risk compare dataset regulation field embedding cost embedding.,0,"howto,long,tabular",1,35.5
598,food,en,2025-09-30T09:30:41,synthetic,curated,Q598 (en/food): prompt classify embedding analyze query format cost compare dataset impact.,0,"code,creative,tabular",0,26.42
599,education,en,2025-10-24T11:18:41,user,draft,Q599 (en/education): query index query impact benefit prompt evaluate pipeline summarize analyze prompt.,0,"short,summary",0,53.55
600,literature,en,2025-08-19T09:15:41,synthetic,draft,Q600 (en/literature): format trend prompt field analyze index query analyze pipeline regulation query compose regulation trend.,0,short,1,39.59
601,science,de,2025-08-06T08:54:41,import,curated,Q601 (de/science): predict visualize table prompt design evaluate prompt predict index compare table compare Example: for(i=0;i<n;i++){ compute(); }.,1,"code,factual",0,76.56
602,travel,en,2025-05-28T09:09:41,user,draft,Q602 (en/travel): summarize evaluate index pipeline compare normalize normalize benefit analyze trend compose query.,0,"creative,explanatory,tabular",0,38.51
603,finance,en,2025-11-05T10:11:41,synthetic,rejected,Q603 (en/finance): embedding compare field pipeline impact analyze analyze regulation predict outline evaluate token table embedding.,0,"factual,tabular",1,43.81
604,sports,en,2025-08-03T11:49:41,synthetic,draft,Q604 (en/sports): embedding classify outline format format token predict evaluate.,0,"long,narrative,reasoning",0,24.12
605,geography,en,2025-08-21T11:30:41,user,draft,Q605 (en/geography): normalize response strategy outline compare field benefit analyze regulation field compare cost query.,0,"code,reasoning,short",1,24.01
606,healthcare,en,2025-06-15T09:31:41,synthetic,draft,Q606 (en/healthcare): format risk policy analyze pipeline compare predict pipeline.,0,"math,short",1,27.32
607,literature,it,2025-07-26T10:20:41,import,curated,Q607 (it/literature): trend policy compose visualize embedding impact risk pipeline index.,0,"code,factual,summary",1,21.91
608,education,de,2025-05-25T10:54:41,import,curated,Q608 (de/education): field normalize query format classify visualize format normalize dataset response summarize risk dataset classify.,0,explanatory,1,41.12
609,food,it,2025-10-19T10:34:41,import,draft,Q609 (it/food): policy compose impact policy token analyze outline benefit design format visualize cost compare.,0,"code,tabular",1,30.03
610,art,en,2025-07-21T09:23:41,import,curated,Q610 (en/art): dataset summarize outline dataset predict format trend query table embedding.,0,"howto,math,narrative",0,27.12
611,art,en,2025-09-01T08:58:41,import,curated,Q611 (en/art): format design compare normalize compare prompt outline explain Include figure 214 and version 1.0..,0,"math,narrative,summary",0,35.73
612,food,en,2025-06-05T10:23:41,user,rejected,Q612 (en/food): dataset compose prompt table embedding strategy predict query format analyze predict compose pipeline strategy.,0,tabular,0,38.49
613,finance,de,2025-09-10T09:09:41,user,draft,Q613 (de/finance): prompt compose compare compare index risk strategy predict.,0,"creative,long",1,19.86
614,healthcare,en,2025-10-27T10:19:41,user,curated,Q614 (en/healthcare): format outline response analyze pipeline benefit table index.,0,"short,summary",0,25.45
615,healthcare,de,2025-09-27T09:58:41,synthetic,draft,Q615 (de/healthcare): strategy embedding table design prompt compare prompt policy prompt strategy summarize predict summarize visualize.,0,"long,summary",1,49.83
616,environment,en,2025-10-24T08:56:41,user,curated,Q616 (en/environment): predict regulation evaluate predict prompt design regulation token policy trend benefit design design analyze.,0,narrative,1,46.57
617,healthcare,en,2025-11-04T09:16:41,import,curated,Q617 (en/healthcare): regulation embedding benefit analyze summarize explain explain prompt compare analyze visualize field.,0,"creative,long,math",1,46.8
618,science,en,2025-10-05T09:49:41,user,curated,Q618 (en/science): index policy explain design risk classify embedding prompt benefit.,0,"factual,tabular",1,21.58
619,healthcare,en,2025-08-14T09:30:41,import,rejected,Q619 (en/healthcare): table prompt trend response predict index format prompt dataset normalize dataset index index Include figure 542 and version 3.1..,0,"code,creative,howto",0,50.13
620,healthcare,en,2025-06-12T09:46:41,synthetic,curated,Q620 (en/healthcare): normalize visualize token index dataset token normalize embedding trend analyze dataset.,0,long,0,27.08
621,entertainment,es,2025-08-13T09:06:41,import,draft,Q621 (es/entertainment): visualize index analyze policy risk outline query index visualize compose compose regulation compose.,0,"factual,long,summary",1,42.17
622,geography,en,2025-08-14T10:10:41,user,draft,Q622 (en/geography): outline pipeline summarize impact index compose index evaluate table compare compose field pipeline.,0,"howto,short",0,48.58
623,history,en,2025-11-09T09:58:41,user,draft,Q623 (en/history): pipeline compare policy policy query token evaluate format index prompt outline evaluate.,0,"math,tabular",1,33.03
624,literature,en,2025-09-19T09:56:41,synthetic,curated,Q624 (en/literature): impact field field pipeline prompt impact strategy visualize pipeline prompt.,0,code,0,27.38
625,environment,en,2025-08-04T09:13:41,import,draft,Q625 (en/environment): risk cost summarize trend visualize cost trend policy summarize trend analyze index format field.,0,"code,creative,factual",1,25.47
626,travel,en,2025-10-10T09:53:41,user,rejected,Q626 (en/travel): evaluate compose field cost pipeline benefit index summarize table table table query table format.,0,"explanatory,math,tabular",0,19.91
627,entertainment,es,2025-08-01T09:19:41,synthetic,draft,Q627 (es/entertainment): embedding compare response query analyze explain format response cost index impact summarize impact compose Include figure 176 and version 4.9..,0,"factual,long,reasoning",0,56.45
628,environment,fr,2025-08-26T09:53:41,user,draft,Q628 (fr/environment): token explain pipeline explain benefit token benefit field Include figure 246 and version 5.5..,0,code,0,26.84
629,economics,fr,2025-08-21T09:43:41,user,curated,Q629 (fr/economics): design response analyze regulation query query impact format Include figure 91 and version 5.2..,0,"explanatory,long",1,53.98
630,healthcare,en,2025-05-21T10:23:41,synthetic,draft,Q630 (en/healthcare): outline token risk design table benefit normalize explain.,0,long,1,18.94
631,science,en,2025-10-02T10:21:41,synthetic,draft,Q631 (en/science): dataset trend benefit visualize compose benefit summarize prompt.,0,long,0,17.86
632,science,en,2025-09-14T12:41:41,synthetic,draft,Q632 (en/science): strategy compare pipeline strategy compose normalize response compare classify design index strategy compare.,0,"creative,long,reasoning",0,34.97
633,literature,en,2025-07-24T10:31:41,import,draft,Q633 (en/literature): format strategy regulation format evaluate outline response impact.,0,creative,1,27.31
634,art,es,2025-06-16T09:05:41,user,draft,Q634 (es/art): visualize classify outline explain regulation table regulation impact.,0,"howto,long,narrative",1,17.41
635,history,en,2025-10-16T09:18:41,import,curated,Q635 (en/history): risk table compare outline field table analyze impact response predict embedding dataset query policy Include figure 273 and version 1.1..,0,"code,narrative,short",1,54.2
636,art,en,2025-08-03T09:36:41,import,curated,Q636 (en/art): classify explain compare field compare compose visualize impact field compare format.,0,"short,summary",0,34.19
637,education,en,2025-08-09T11:59:41,import,curated,Q637 (en/education): explain compare token prompt evaluate cost strategy embedding benefit benefit normalize outline analyze Include figure 78 and version 5.0..,0,"howto,reasoning",0,46.96
638,healthcare,fr,2025-08-11T09:51:41,user,curated,Q638 (fr/healthcare): trend analyze trend token query query analyze table field compare regulation token predict response.,0,short,1,36.76
639,science,es,2025-07-30T09:12:41,synthetic,draft,Q639 (es/science): normalize regulation impact token outline response predict embedding policy Include figure 414 and version 4.2..,0,"factual,short,summary",1,35.27
640,food,en,2025-07-23T09:19:41,synthetic,draft,Q640 (en/food): benefit field outline policy design dataset compose regulation compare analyze Include figure 407 and version 2.1..,0,"code,long",1,52.37
641,environment,en,2025-09-06T12:28:41,synthetic,curated,Q641 (en/environment): explain table cost risk classify normalize index policy Include figure 204 and version 1.1..,0,"howto,reasoning",1,34.48
642,education,es,2025-09-07T10:50:41,import,draft,Q642 (es/education): summarize query embedding normalize compare pipeline policy evaluate trend regulation compare Example: for(i=0;i<n;i++){ compute(); } Include figure 68 and version 4.4..,1,"factual,short",1,84.28
643,literature,en,2025-11-09T11:50:41,import,draft,Q643 (en/literature): prompt regulation dataset normalize explain summarize regulation index format embedding format analyze normalize Include figure 883 and version 2.5..,0,"code,factual,narrative",1,54.02
644,technology,en,2025-09-16T09:34:41,user,curated,Q644 (en/technology): index prompt compare compose prompt summarize token benefit predict visualize prompt normalize query field.,0,"long,short",0,26.2
645,science,en,2025-07-17T10:53:41,synthetic,rejected,Q645 (en/science): response embedding predict policy index response benefit regulation embedding dataset analyze Example: for(i=0;i<n;i++){ compute(); }.,1,"code,creative",1,81.44
646,economics,en,2025-10-18T10:30:41,user,draft,Q646 (en/economics): analyze compose dataset cost token format regulation trend.,0,howto,1,26.51
647,technology,en,2025-06-09T10:01:41,import,draft,Q647 (en/technology): normalize compare design format benefit prompt trend embedding embedding classify strategy dataset Include figure 689 and version 4.5..,0,"explanatory,math,summary",0,61.65
648,sports,es,2025-07-01T10:53:41,user,draft,Q648 (es/sports): outline policy embedding format impact token impact design benefit compose pipeline visualize index.,0,"explanatory,reasoning",1,37.96
649,art,it,2025-07-23T09:46:41,user,draft,Q649 (it/art): compose response design predict outline dataset policy query policy Include figure 246 and version 4.7..,0,"creative,howto,reasoning",1,33.15
650,finance,en,2025-10-08T10:14:41,user,draft,Q650 (en/finance): prompt field cost query cost analyze token compare Include figure 356 and version 5.0..,0,"long,summary,tabular",0,48.24
651,healthcare,en,2025-06-20T11:03:41,user,draft,Q651 (en/healthcare): design explain visualize strategy impact evaluate compose pipeline evaluate query prompt format field.,0,factual,0,32.95
652,economics,de,2025-08-25T11:28:41,user,rejected,Q652 (de/economics): strategy design field dataset field compare pipeline predict normalize query normalize outline pipeline benefit Include figure 184 and version 5.5..,0,"math,tabular",0,62.64
653,sports,en,2025-10-09T10:07:41,user,draft,Q653 (en/sports): response summarize index strategy predict impact benefit cost visualize.,0,"factual,math,short",0,25.64
654,art,en,2025-11-01T10:48:41,user,draft,Q654 (en/art): format strategy cost risk normalize query benefit visualize design impact format regulation explain Include figure 688 and version 3.1..,0,"explanatory,howto,reasoning",1,55.98
655,healthcare,it,2025-07-10T09:27:41,user,draft,Q655 (it/healthcare): summarize regulation evaluate trend format regulation embedding query table dataset format.,0,"creative,long",1,23.74
656,science,en,2025-09-14T09:47:41,import,curated,Q656 (en/science): format table dataset summarize analyze index pipeline normalize normalize outline Example: for(i=0;i<n;i++){ compute(); }.,1,"factual,narrative",0,53.26
657,geography,it,2025-08-07T10:12:41,import,draft,Q657 (it/geography): cost explain design embedding compare prompt regulation compare design token strategy response.,0,"explanatory,howto,short",1,29.68
658,economics,fr,2025-08-16T09:38:41,import,curated,Q658 (fr/economics): strategy summarize predict field visualize benefit table field token dataset normalize regulation.,0,summary,1,44.67
659,education,en,2025-07-13T14:56:41,user,draft,Q659 (en/education): analyze index table summarize regulation dataset query response.,0,"code,creative,summary",1,18.44
660,environment,en,2025-08-13T09:10:41,user,rejected,Q660 (en/environment): response token regulation compare policy design field visualize query Include figure 331 and version 5.3..,0,"factual,howto",1,42.3
661,healthcare,de,2025-11-07T10:11:41,user,draft,Q661 (de/healthcare): compare summarize cost visualize index embedding cost pipeline token classify explain policy token.,0,creative,1,28.4
662,healthcare,it,2025-08-21T10:26:41,user,curated,Q662 (it/healthcare): token analyze risk analyze benefit embedding summarize pipeline predict table table trend.,0,math,1,26.31
663,sports,en,2025-05-20T09:14:41,user,draft,Q663 (en/sports): field trend pipeline risk dataset design policy analyze.,0,"code,long,tabular",1,18.88
664,entertainment,en,2025-09-03T09:26:41,synthetic,curated,Q664 (en/entertainment): embedding response design compose trend compose regulation trend predict embedding Include figure 432 and version 1.9..,0,"math,summary",1,48.5
665,technology,en,2025-06-05T10:16:41,user,curated,Q665 (en/technology): summarize field prompt pipeline strategy policy design response Example: for(i=0;i<n;i++){ compute(); }.,1,"creative,math,tabular",1,59.82
666,history,it,2025-10-06T10:50:41,user,draft,Q666 (it/history): trend analyze compose analyze table impact regulation response field Include figure 585 and version 1.4..,0,howto,1,47.08
667,travel,en,2025-06-03T09:07:41,synthetic,rejected,Q667 (en/travel): policy predict compose cost classify analyze predict regulation format explain outline compose response predict Include figure 781 and version 1.2..,0,factual,1,53.65
668,sports,de,2025-11-06T10:47:41,user,curated,Q668 (de/sports): visualize explain outline response analyze field table query analyze classify embedding explain.,0,tabular,0,40.72
669,economics,en,2025-06-06T11:24:41,synthetic,rejected,Q669 (en/economics): risk pipeline design explain regulation prompt token visualize pipeline format.,0,"creative,howto",1,34.12
670,travel,en,2025-10-15T09:13:41,user,rejected,Q670 (en/travel): classify token query summarize summarize evaluate trend benefit table outline trend Include figure 306 and version 1.4..,0,"factual,long",0,50.12
671,geography,en,2025-10-29T09:22:41,synthetic,draft,Q671 (en/geography): risk response token format field field summarize embedding classify classify.,0,math,1,27.8
672,geography,en,2025-05-17T12:39:41,user,draft,Q672 (en/geography): dataset impact field analyze evaluate predict response index pipeline benefit table.,0,code,0,30.09
673,technology,en,2025-07-21T08:54:41,user,curated,Q673 (en/technology): visualize visualize format query design format summarize query index compare design pipeline dataset.,0,"creative,narrative,summary",0,34.09
674,environment,es,2025-08-07T10:01:41,import,draft,Q674 (es/environment): table pipeline impact evaluate table embedding impact format Include figure 851 and version 1.0..,0,explanatory,0,34.15
675,history,it,2025-07-12T09:18:41,user,draft,Q675 (it/history): dataset analyze regulation benefit dataset response embedding classify.,0,"code,creative,narrative",1,28.04
676,technology,en,2025-09-26T10:44:41,user,draft,Q676 (en/technology): risk compose predict summarize embedding compose embedding index dataset dataset explain.,0,"explanatory,howto,long",1,26.53
677,healthcare,en,2025-06-20T11:01:41,user,draft,Q677 (en/healthcare): design dataset explain query impact embedding design classify visualize outline analyze compose benefit.,0,"creative,explanatory,summary",0,32.97
678,technology,fr,2025-07-20T09:27:41,user,draft,Q678 (fr/technology): regulation summarize query evaluate classify analyze visualize compare outline outline policy.,0,"factual,summary",1,28.01
679,literature,en,2025-07-03T10:31:41,synthetic,draft,Q679 (en/literature): regulation dataset summarize response response regulation visualize table classify compare.,0,tabular,1,32.5
680,history,de,2025-11-02T13:47:41,import,draft,Q680 (de/history): analyze response benefit response classify response pipeline explain summarize pipeline normalize policy Include figure 565 and version 3.5..,0,"narrative,reasoning,tabular",1,41.79
681,art,de,2025-05-21T10:59:41,user,curated,Q681 (de/art): outline benefit design token design embedding design risk analyze evaluate compare explain.,0,long,1,31.52
682,geography,en,2025-09-26T09:38:41,user,draft,Q682 (en/geography): compose regulation regulation policy policy design prompt policy strategy embedding visualize classify embedding Include figure 573 and version 2.3..,0,"creative,summary",1,55.99
683,art,en,2025-07-30T09:23:41,user,curated,Q683 (en/art): format prompt analyze regulation compose token benefit cost Include figure 76 and version 5.7..,0,factual,1,47.52
684,environment,en,2025-06-20T12:54:41,user,draft,Q684 (en/environment): visualize pipeline classify strategy regulation query outline normalize visualize field.,0,"code,short,summary",1,30.6
685,entertainment,en,2025-07-23T09:52:41,user,draft,Q685 (en/entertainment): regulation embedding predict normalize dataset cost benefit outline normalize evaluate visualize risk design.,0,"explanatory,math,narrative",1,39.83
686,finance,en,2025-10-31T10:01:41,user,draft,Q686 (en/finance): compare table embedding policy explain strategy strategy prompt dataset field policy outline strategy.,0,code,1,35.82
687,finance,en,2025-05-23T09:26:41,user,rejected,Q687 (en/finance): regulation normalize trend token prompt prompt format summarize Include figure 353 and version 1.8..,0,summary,1,37.34
688,technology,fr,2025-07-06T11:00:41,user,curated,Q688 (fr/technology): outline index compose strategy field evaluate pipeline analyze trend Include figure 959 and version 1.4..,0,reasoning,0,49.89
689,education,es,2025-07-15T10:02:41,user,curated,Q689 (es/education): query prompt analyze format compare query normalize prompt risk Include figure 820 and version 3.5..,0,"long,summary",1,43.79
690,science,it,2025-09-29T09:59:41,user,curated,Q690 (it/science): trend query dataset design benefit dataset compose trend risk regulation summarize response.,0,"factual,reasoning",1,27.42
691,geography,en,2025-05-22T10:49:41,synthetic,draft,Q691 (en/geography): prompt pipeline visualize field compare risk predict pipeline summarize strategy risk Include figure 328 and version 1.7..,0,factual,1,44.04
692,healthcare,en,2025-10-28T09:49:41,import,draft,Q692 (en/healthcare): risk pipeline visualize format predict design trend classify.,0,summary,1,24.16
693,geography,en,2025-07-06T10:44:41,import,curated,Q693 (en/geography): embedding prompt query query trend analyze summarize prompt pipeline impact cost.,0,"creative,explanatory,factual",0,30.84
694,finance,en,2025-10-24T09:05:41,synthetic,draft,Q694 (en/finance): format compare summarize embedding trend dataset regulation strategy visualize design evaluate query field.,0,"howto,narrative",1,43.4
695,geography,es,2025-07-29T09:28:41,user,draft,Q695 (es/geography): token format normalize outline table design table query benefit format trend Include figure 244 and version 1.3..,0,math,0,49.27
696,science,es,2025-08-15T11:37:41,user,curated,Q696 (es/science): risk policy risk trend embedding field pipeline query format design strategy Include figure 198 and version 2.4..,0,"howto,reasoning,short",1,38.99
697,literature,es,2025-06-03T09:09:41,user,draft,Q697 (es/literature): analyze regulation policy pipeline query regulation risk design compose format compose visualize summarize Include figure 730 and version 3.6..,0,code,1,56.12
698,technology,es,2025-06-03T09:33:41,user,curated,Q698 (es/technology): policy summarize benefit compose compose field evaluate response normalize predict summarize policy evaluate Example: for(i=0;i<n;i++){ compute(); } Include figure 536 and version 2.2..,1,summary,1,87.93
699,education,en,2025-08-20T09:59:41,user,draft,Q699 (en/education): risk risk strategy compose impact query predict pipeline design Example: for(i=0;i<n;i++){ compute(); }.,1,"explanatory,math",1,71.8
700,science,fr,2025-08-04T09:23:41,import,draft,Q700 (fr/science): compose trend outline explain pipeline visualize dataset regulation analyze cost field Include figure 684 and version 1.9..,0,"explanatory,long,tabular",1,50.89
701,travel,de,2025-06-05T09:43:41,user,draft,Q701 (de/travel): outline response classify dataset predict classify visualize embedding prompt table compose summarize embedding response Include figure 335 and version 4.6..,0,explanatory,0,52.49
702,geography,fr,2025-10-23T09:26:41,user,curated,Q702 (fr/geography): token cost outline trend analyze benefit cost classify Include figure 62 and version 1.7..,0,"creative,reasoning,tabular",0,31.3
703,healthcare,es,2025-08-08T09:52:41,user,curated,Q703 (es/healthcare): explain format benefit table strategy field token query benefit evaluate evaluate.,0,"code,creative,explanatory",0,21.48
704,healthcare,it,2025-08-23T11:18:41,import,draft,Q704 (it/healthcare): strategy query classify predict visualize analyze normalize compare cost.,0,"math,tabular",0,32.67
705,literature,fr,2025-08-29T10:35:41,user,draft,Q705 (fr/literature): compare cost strategy pipeline compose format explain risk query Include figure 996 and version 1.0..,0,"long,reasoning,short",1,41.85
706,entertainment,en,2025-09-25T09:01:41,user,curated,Q706 (en/entertainment): field index evaluate design impact compare explain analyze impact.,0,"long,narrative",0,28.7
707,history,de,2025-06-02T09:48:41,user,draft,Q707 (de/history): trend classify embedding design compose design risk compare predict dataset risk query.,0,"explanatory,narrative",1,47.65
708,technology,fr,2025-08-13T09:42:41,user,draft,Q708 (fr/technology): regulation prompt strategy risk field policy token visualize table Include figure 275 and version 4.7..,0,"code,creative,math",1,45.13
709,sports,en,2025-09-10T10:01:41,import,draft,Q709 (en/sports): index token benefit evaluate visualize summarize normalize pipeline token.,0,"code,creative,tabular",0,19.36
710,art,en,2025-06-12T09:18:41,import,rejected,Q710 (en/art): policy policy embedding query pipeline compose format query visualize benefit policy trend.,0,"creative,factual,math",1,39.5
711,science,fr,2025-07-09T09:06:41,synthetic,draft,Q711 (fr/science): visualize query evaluate token visualize benefit table summarize policy field visualize prompt cost dataset.,0,reasoning,1,37.39
712,art,en,2025-10-04T11:33:41,synthetic,curated,Q712 (en/art): embedding analyze compose embedding dataset predict prompt benefit response compose summarize normalize.,0,tabular,0,42.78
713,environment,fr,2025-08-15T11:18:41,import,curated,Q713 (fr/environment): response table compose trend visualize outline query visualize normalize token policy compare Include figure 247 and version 5.5..,0,"creative,short,tabular",1,59.87
714,finance,es,2025-10-10T09:11:41,import,curated,Q714 (es/finance): compose evaluate predict explain compose token design impact Include figure 878 and version 3.4..,0,"factual,tabular",0,24.86
715,technology,es,2025-09-27T09:35:41,user,draft,Q715 (es/technology): query evaluate summarize dataset outline predict impact prompt strategy impact analyze evaluate Include figure 242 and version 1.6..,0,summary,0,52.17
716,geography,en,2025-05-20T09:16:41,synthetic,curated,Q716 (en/geography): query evaluate table normalize design prompt benefit dataset analyze policy format dataset.,0,"narrative,short",1,40.58
717,education,en,2025-06-28T09:59:41,synthetic,draft,Q717 (en/education): compare summarize explain explain outline table regulation compose query embedding normalize predict.,0,"factual,reasoning,tabular",1,37.0
718,environment,es,2025-09-24T09:48:41,user,draft,Q718 (es/environment): token summarize format analyze format outline benefit predict design classify visualize impact analyze.,0,"factual,howto,long",0,30.8
719,technology,en,2025-09-05T10:42:41,synthetic,curated,Q719 (en/technology): summarize response policy predict dataset risk cost evaluate Example: for(i=0;i<n;i++){ compute(); }.,1,"explanatory,narrative,reasoning",1,61.27
720,art,en,2025-06-24T10:19:41,import,curated,Q720 (en/art): dataset index benefit regulation impact response strategy risk summarize design compose summarize.,0,"howto,short",1,31.29
721,food,it,2025-10-26T09:39:41,import,curated,Q721 (it/food): index cost analyze evaluate evaluate dataset strategy compare visualize risk trend outline Include figure 265 and version 1.1..,0,"math,reasoning",1,51.33
722,healthcare,fr,2025-05-21T09:58:41,synthetic,rejected,Q722 (fr/healthcare): risk embedding predict analyze embedding visualize classify cost predict pipeline query.,0,"code,factual,short",1,23.26
723,history,en,2025-05-21T09:10:41,user,draft,Q723 (en/history): strategy design format compose table pipeline token classify compose response index risk.,0,narrative,1,31.01
724,entertainment,it,2025-06-14T10:49:41,synthetic,draft,Q724 (it/entertainment): outline embedding format embedding outline strategy embedding prompt normalize analyze embedding benefit embedding.,0,"creative,factual,tabular",0,50.15
